,stNo,stNam,Lon,Lat,county,address,altitude
68,C0AH30,五分山,121.780794,25.07125,新北市,瑞芳區靜安路四段1巷1號,755.0
69,C0AH40,平等,121.577086,25.129142,臺北市,士林區平菁街101號(平等國小),426.0
70,C0AH50,林口,121.38084,25.072181,新北市,林口區仁愛路二段173號(林口高中內),275.0
71,C0AH70,松山,121.55042,25.04871,臺北市,松山區敦化北路1號(臺北市松山運動中心),34.0
72,C0AH80,深坑,121.628328,25.002703,新北市,深坑區文山路1段35號(深坑消防分隊樓頂),68.0
73,C0AH90,福山植物園,121.58135,24.760717,新北市,烏來區福山植物園內(生活植物區之民俗植物區觀測坪),660.0
74,C0AI00,五股,121.42728,25.07445,新北市,五股區外寮路12號,188.0
75,C0AI10,屈尺,121.54475,24.92184,新北市,新店區屈尺路83號(衛福部北區老人之家),76.0
76,C0AI20,白沙灣,121.519058,25.283128,新北市,石門區德茂里下員坑33-6號（白沙灣遊客中心樓頂）,25.0
77,C0AI30,三重,121.500629,25.057328,新北市,三重區環河南路100號,26.0
78,C0AI40,石牌,121.513167,25.115601,臺北市,北投區石牌路一段139號(石牌國中自強樓頂樓),35.0
79,C0AJ10,澳底,121.927272,25.057107,新北市,貢寮區新港街128號(澳底第16海巡隊樓頂),20.0
80,C0AJ20,野柳,121.690021,25.20703,新北市,萬里區野柳村151-1號(野柳守望哨雷達塔),50.0
81,C0AJ30,淡水觀海,121.408616,25.184591,新北市,淡水區觀海路251號(淡水第2海巡隊樓頂),22.0
82,C0AJ40,石門,121.601198,25.273672,新北市,?石門區草里里草埔尾5號(黃金海岸高爾夫球場),154.0
83,C0AJ50,水湳洞,121.862238,25.123695,新北市,瑞芳區水湳洞段00197-000建號(水湳洞犬區隊),30.0
84,C0B010,七堵,121.71713,25.094819,基隆市,七堵區東新街22號(基隆商工樓頂),38.0
85,C0B020,基隆嶼,121.78391,25.19141,基隆市,中正區基隆嶼,86.0
86,C0B040,大武崙,121.706993,25.166676,基隆市,安樂區武聖街144弄50號(大武崙安檢所樓頂),15.0
87,C0B050,八斗子,121.79167,25.144754,基隆市,中正區漁港1街9號(八斗子安檢所樓頂),5.0
88,C0C460,復興,121.352281,24.820208,桃園市,復興區澤仁里中正路248號(介壽國民中學校園內),482.0
89,C0C480,桃園,121.323172,24.992425,桃園市,桃園區成功路二段144號(桃園高級農工職業學校校園內),105.0
90,C0C490,八德,121.283289,24.928708,桃園市,八德區興仁里中山路94號(八德國民小學校園內),157.0
91,C0C540,大園,121.225958,25.04775,桃園市,大園區埔心里25鄰中正東路1段189巷35號(埔心國民小學),46.0
92,C0C590,觀音,121.153317,25.027072,桃園市,觀音區廣福里10-42號(逸福農場),72.0
93,C0C620,蘆竹,121.265767,25.084275,桃園市,蘆竹區坑口里14鄰旁,19.0
94,C0C630,大溪,121.265547,24.882853,桃園市,大溪區員林路2段450號(員樹林國小校園內),209.0
95,C0C650,平鎮,121.214636,24.897503,桃園市,平鎮區中豐路山頂段375巷45號(山豐國民小學校園內),208.0
96,C0C660,楊梅,121.143047,24.912375,桃園市,楊梅區金華街100號(楊心國小),176.0
97,C0C670,龍潭,121.221389,24.870056,桃園市,龍潭區中興路726號（龍潭消防分隊）,250.0
98,C0C680,龜山,121.38656,25.02846,桃園市,龜山區文化一路250號(國立體育大學田徑場),228.0
99,C0C700,中壢,121.256375,24.977661,桃園市,中壢區成章四街120號(內壢高中樓頂),151.0
100,C0C710,大溪永福,121.324975,24.892936,桃園市,大溪區信義路1165號（永福國小）,143.0
101,C0C720,竹圍,121.239824,25.112692,桃園市,大園區沙崙段沙崙小號00719-000建號(竹圍第一機動巡邏隊樓頂),21.0
102,C0C730,中大臨海站,121.008581,24.966126,桃園市,新屋區蚵殼港段深圳小段52-41號土地(中央大學臨海工作站),5.0
103,C0C740,觀音工業區,121.114856,25.064764,桃園市,觀音區經建七路5號(觀音工業區汙水處理廠迴流汙泥站機房樓頂),5.3
104,C0D360,梅花,121.208558,24.678347,新竹縣,尖石鄉梅花村1鄰11號(梅花國小校園內),523.0
105,C0D390,關西,121.173947,24.798228,新竹縣,關西鎮北斗里北門口41號(關西國中校園內),146.0
106,C0D430,峨眉,121.017189,24.6905,新竹縣,峨眉鄉31541峨眉村峨眉街54號(峨眉國中校園內),87.0
107,C0D480,打鐵坑,121.150789,24.849664,新竹縣,新埔鎮新北里8鄰大北坑28號旁,223.0
108,C0D540,橫山,121.11693,24.71116,新竹縣,橫山鄉橫山村橫山段426-6地號上,227.0
109,C0D550,雪霸,121.11605,24.526972,新竹縣,五峰鄉桃山村民石380號(雪霸農場內),1956.0
110,C0D560,竹東,121.057881,24.767147,新竹縣,竹東鎮二重國民小學校園內,147.0
111,C0D580,寶山,121.025192,24.735006,新竹縣,寶山鄉新湖路280號旁,120.0
112,C0D590,新豐,120.97721,24.87068,新竹縣,新豐鄉松柏村康和路199號(小叮噹科學主題樂園),143.0
113,C0D650,湖口,121.043628,24.904794,新竹縣,湖口鄉信勢村三鄰成功路109號(湖口消防分隊),97.0
114,C0D660,新竹市東區,120.986947,24.798676,新竹市,東區光復路二段321號（工研院光復院區6館）,65.0
115,C0D670,海天一線,120.914438,24.831986,新竹市,北區(海天一線看海公園),23.0
116,C0D680,香山濕地,121.914988,24.783581,新竹市,香山區西濱路三段500巷17號,24.0
117,C0D690,外湖,120.968711,24.917735,新竹縣,新豐鄉新豐段00369-000建號(外湖守望哨樓頂),20.0
118,C0E420,竹南,120.888897,24.708978,苗栗縣,竹南鎮大埔里仁愛路1092號(竹南鎮大埔國民小學內),19.0
119,C0E430,南庄,121.000214,24.601775,苗栗縣,南庄鄉東村文化路3號(南庄國小校園內),258.0
120,C0E520,大湖,120.87087,24.41494,苗栗縣,大湖鄉大寮村5鄰竹高屋34-1號附近,320.0
121,C0E540,後龍,120.783933,24.606489,苗栗縣,後龍鎮後龍溪橋旁高地,32.0
122,C0E550,明德,120.885411,24.583486,苗栗縣,頭屋鄉明德水庫水利工作站屋頂上,84.0
123,C0E590,通霄,120.704622,24.471892,苗栗縣,通霄鎮城北里1鄰13號(通霄鎮城中國民小學內),40.0
124,C0E610,馬都安,120.930192,24.451272,苗栗縣,泰安鄉錦水村(由泰安開車約2小時瞭望台旁),850.0
125,C0E730,頭份,120.912206,24.688247,苗栗縣,頭份市中正路219號(苗栗縣頭份鎮頭份國小校園內),26.0
126,C0E740,造橋,120.864778,24.637056,苗栗縣,造橋鄉造橋村14鄰3號(造橋國小),27.0
127,C0E750,苗栗,120.824575,24.564569,苗栗縣,苗栗市中正路241號(建功國小),62.0
128,C0E780,銅鑼,120.790853,24.489681,苗栗縣,銅鑼鄉福興村文化街1號(銅鑼國小),160.0
129,C0E790,卓蘭,120.824753,24.312764,苗栗縣,卓蘭鎮中山路127號(卓蘭鎮公所),344.0
130,C0E810,西湖,120.7485,24.562947,苗栗縣,西湖鄉二湖村2鄰22號(僑文國小),53.0
131,C0E820,獅潭,120.920042,24.539133,苗栗縣,獅潭鄉新店村11鄰103-2號(獅潭鄉公所圖書館樓頂),220.0
132,C0E830,苑裡,120.653053,24.439714,苗栗縣,苑裡鎮信義路1號(苑裡鎮公所),37.0
133,C0E850,大河,120.948578,24.618069,苗栗縣,三灣鄉大河村48號(大河派出所),104.0
134,C0E870,高鐵苗栗,120.826094,24.60725,苗栗縣,後龍鎮高鐵三路268號(高鐵苗栗站外),34.0
135,C0E880,三義,120.74982,24.40548,苗栗縣,苗栗縣三義鄉130縣道13.5K附近（慈濟山茶園內）,507.0
136,C0E910,海埔,120.772435,24.648767,苗栗縣,後龍鎮海埔125之15號(外埔安檢所樓頂),25.0
137,C0E920,通霄漁港,120.673876,24.498589,苗栗縣,通霄鎮漁港路69號(通霄安檢所樓頂),20.0
138,C0E930,龍鳳,120.859125,24.700034,苗栗縣,竹南鎮龍鳳里龍江街359巷5號(龍鳳安檢所樓頂),26.0
139,C0F000,大肚,120.572117,24.15295,臺中市,大肚區瑞井里遊園路一段2號(臺中區監理所內),273.0
140,C0F0A0,雪山圈谷,121.236339,24.388594,臺中市,和平區(往雪山主峰路上9.8公里處右邊),3587.0
141,C0F0B0,石岡,120.777644,24.276061,臺中市,石岡區石岡街6號 (臺中市石岡區衛生所),311.0
142,C0F0C0,中坑,120.903319,24.248517,臺中市,和平區中坑里中坑段39地號內,983.0
143,C0F0D0,審馬陣,121.4203,24.381675,臺中市,和平區南湖大山指標16.2K處(審馬陣山附近),3171.0
144,C0F0E0,南湖圈谷,121.444667,24.363714,臺中市,和平區南湖大山指標20K處(南湖主峰東峰岔路附近),3557.0
145,C0F850,東勢,120.833047,24.246428,臺中市,東勢區東關路647號(東勢林區管理處雙崎工作站內),379.0
146,C0F861,梨山,121.243669,24.247522,臺中市,和平區梨山里福壽路29號（福壽山農場）,2215.0
147,C0F930,大甲,120.640403,24.347667,臺中市,大甲區開元路71號(大甲高級工業職業學校內),100.0
148,C0F970,大坑,120.722289,24.173142,臺中市,北屯區軍福十三路268號(東山消防分隊),145.0
149,C0F9A0,中竹林,120.751061,24.103556,臺中市,太平區長龍路中埔二號橋至站址直線距離約1.7km,425.0
150,C0F9I0,神岡,120.658314,24.272481,臺中市,神岡區三民路639號(圳堵國小校園南側大樓屋頂平台),194.0
151,C0F9K0,大安,120.588025,24.345061,臺中市,大安區中庄里中山南路296號(大安國小),30.0
152,C0F9L0,后里,120.729725,24.310436,臺中市,后里區甲后路110號(后里國小),253.0
153,C0F9M0,豐原,120.720692,24.254322,臺中市,豐原區豐榮里12鄰新生北路155號(豐原國小),230.0
154,C0F9N0,大里,120.701378,24.092464,臺中市,大里區文化街120號(塗城國小),75.0
155,C0F9O0,潭子,120.703933,24.213106,臺中市,潭子區中山路二段435號(潭子國小),175.0
156,C0F9P0,清水,120.562242,24.312297,臺中市,清水區護岸路37號(高美國小),26.0
157,C0F9Q0,外埔,120.705686,24.347817,臺中市,外埔區土城里土城西路55號(安定國小),149.0
158,C0F9R0,龍井,120.528972,24.184536,臺中市,龍井區西里龍門路51號(龍井國小),20.0
159,C0F9S0,烏日,120.624103,24.107058,臺中市,烏日區中山路二段196號(烏日國小),43.0
160,C0F9T0,西屯,120.641275,24.179494,臺中市,西屯區西屯路二段300號(西屯國小),111.0
161,C0F9U0,南屯,120.637969,24.137006,臺中市,南屯區黎明路一段968號(南屯國小),74.0
162,C0F9V0,新社,120.815806,24.200172,臺中市,新社區大南里興中街46號(農委會種苗改良繁殖場),525.0
163,C0F9X0,大雅(中科園區),120.62445,24.21528,臺中市,大雅區中部科學工業園區臺中園區(汙水處理機房樓頂),166.0
164,C0F9Y0,桃山,121.303808,24.432739,臺中市,和平區(位於往桃山山屋叉路解說牌附近),3313.0
165,C0F9Z0,雪山東峰,121.268675,24.388792,臺中市,和平區(位於雪山東峰直升機停機坪東南東方60公尺處),3193.0
166,C0FA00,烏石坑,120.94762,24.2735,臺中市,和平區東崎路2段烏石巷109號,983.0
167,C0FA10,松柏,120.617482,24.429115,臺中市,大甲區順帆路233號(松柏安檢所樓頂),22.0
168,C0FA20,溫寮,120.583125,24.372177,臺中市,大安區中山北路1巷67號(臺中大安區里民活動中心樓頂),26.0
169,C0G620,芬園,120.6213,24.015678,彰化縣,芬園鄉楓坑村大埔崙產業道路上(芬園往臺灣民俗村路上),110.0
170,C0G640,鹿港,120.430481,24.0753,彰化縣,鹿港鎮海埔里顏厝巷67號(行政院退輔會魚殖管理處彰化分場內),17.0
171,C0G650,員林,120.585597,23.946503,彰化縣,員林市萬年里明倫路2號(明倫國中內),34.0
172,C0G660,溪湖,120.479122,23.94835,彰化縣,溪湖鎮大竹里彰水路2段725號(湖南國民小學內),27.0
173,C0G720,溪州,120.499093,23.851589,彰化縣,溪州鄉溪下路四段560號(溪州鄉公所),50.0
174,C0G730,二林,120.376081,23.903325,彰化縣,二林鎮仁愛路200號(二林消防分隊),27.0
175,C0G740,大城,120.320935,23.852487,彰化縣,大城鄉東城村中平路185號(大城鄉公所),24.0
176,C0G770,福興,120.437669,24.041289,彰化縣,福興鄉員鹿路二段270號(福興國中),15.0
177,C0G780,秀水,120.503869,24.03405,彰化縣,秀水鄉安東村中山路257號(秀水國小),27.0
178,C0G800,埔鹽,120.431683,24.000394,彰化縣,埔鹽鄉永樂村永樂路600號(永樂國小),15.0
179,C0G810,埔心,120.525456,23.947633,彰化縣,埔心鄉舊館村員鹿路四段201號(舊館國小),26.0
180,C0G820,田尾,120.509389,23.901669,彰化縣,田尾鄉中正路二段101號(仁豐國小),29.0
181,C0G830,埤頭,120.452806,23.866003,彰化縣,埤頭鄉大湖村大湖路260號(大湖國小),27.0
182,C0G840,北斗,120.514222,23.877586,彰化縣,北斗鎮斗苑路二段150號(螺陽國小),32.0
183,C0G860,社頭,120.5862,23.897647,彰化縣,社頭鄉社斗路一段258號(社頭國小),45.0
184,C0G870,芳苑,120.320025,23.922303,彰化縣,芳苑鄉仁愛村斗苑路芳苑段211號(芳苑國中),12.0
185,C0G880,二水,120.6173,23.810742,彰化縣,二水鄉文化村119號(二水國小),92.0
186,C0G890,伸港,120.484403,24.148933,彰化縣,伸港鄉新港村和平路60號(新港國小),24.0
187,C0G900,線西,120.443536,24.143358,彰化縣,線西鄉慶福路300號（彰濱工業區線西服務大樓內),20.0
188,C0G910,花壇,120.549461,24.032076,彰化縣,彰化縣花壇鄉彰員路2段580號（花壇國中內）,42.0
189,C0G920,永靖,120.547533,23.924703,彰化縣,永靖鄉瑚璉路230號（永靖鄉公所樓頂）,42.0
190,C0G940,竹塘,120.386764,23.848253,彰化縣,竹塘鄉東陽路二段123號（長安國小校園內）,21.0
191,C0H890,埔里,120.952425,23.972169,南投縣,埔里鎮大城里大城路169號(南投縣立大成國民中學內),440.0
192,C0H950,中寮,120.766406,23.884447,南投縣,中寮鄉復興村初中巷50號(中寮國中校園內),192.0
193,C0H960,草屯,120.68085,23.973672,南投縣,草屯鎮中山里草鞋墩1街8號(草屯鎮公所樓頂),120.0
194,C0H990,昆陽,121.273642,24.121322,南投縣,仁愛鄉昆陽警察局後方下坡處(太魯閣國家公園)石碑後20公尺,3076.0
195,C0H9A0,神木村,120.843667,23.532742,南投縣,信義鄉神木村神木工作分站後方山坡上(對高岳營林區29林班地444號土地),1595.0
196,C0H9C0,合歡山,121.272547,24.143442,南投縣,仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班),3402.0
197,C0I010,廬山,121.181808,24.033311,南投縣,仁愛鄉大同村仁和路21號(埔里-霧社收費站-盧山電力公司瞭望台),1562.0
198,C0I080,信義,120.851036,23.689694,南投縣,信義鄉自強村綠美巷(內茅埔營林區23林班地),536.0
199,C0I090,鳳凰,120.787347,23.728081,南投縣,鹿谷鄉鳳凰鳥園旁,910.0
200,C0I110,竹山,120.688156,23.761225,南投縣,竹山鎮延和里向學街32號(竹山國民小學內),161.0
201,C0I360,水里,120.849792,23.812553,南投縣,水里鄉中山路一段515號(玉山國家公園管理處),300.0
202,C0I370,魚池,120.94135,23.895703,南投縣,魚池鄉東池村魚池街194號(魚池鄉衛生所),671.0
203,C0I380,集集,120.801467,23.828206,南投縣,集集鎮民生東路1號(農委會特有生物研究保育中心),258.0
204,C0I390,仁愛,121.132206,24.022122,南投縣,仁愛鄉仁和路50號(台電公司仁愛服務所),1184.0
205,C0I410,名間,120.701447,23.837053,南投縣,名間鄉董門巷2號(名間鄉立體停車場),180.0
206,C0I420,國姓,120.855072,24.037803,南投縣,國姓鄉民族街40號(國姓鄉老人文康活動中心),305.0
207,C0I460,南投,120.687331,23.911469,南投縣,南投市龍泉里玉井街5號(南投市公所樓頂),110.0
208,C0I480,梅峰,121.173572,24.085272,南投縣,仁愛鄉大同村仁和路215號(梅峰農場),2165.0
209,C0I490,萬大林道,121.091411,23.928228,南投縣,仁愛鄉曲冰段(萬大林道約7.2k附近高地),1601.0
210,C0I520,玉山風口,120.955994,23.470489,南投縣,信義鄉(玉山主峰往北峰叉路空地附近),3860.0
211,C0I530,小奇萊,121.295717,24.131764,南投縣,仁愛鄉小奇萊步道指標1.5K處附近,3014.0
212,C0I540,奇萊稜線,121.326456,24.109231,南投縣,仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近),3344.0
213,C0K240,草嶺,120.693461,23.59555,雲林縣,古坑鄉草嶺村龍頭,1132.0
214,C0K250,崙背,120.318925,23.75555,雲林縣,崙背鄉阿勸村阿勸農場(阿勸段487號),12.0
215,C0K280,四湖,120.227125,23.630414,雲林縣,四湖鄉湖西村中正路766號(四湖國民中學內),23.0
216,C0K291,宜梧,120.169329,23.536281,雲林縣,口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂),8.0
217,C0K330,虎尾,120.442036,23.719183,雲林縣,虎尾鎮林森路一段64號(中正國民小學內),38.0
218,C0K390,土庫,120.395574,23.679029,雲林縣,土庫鎮建國路41號(土庫消防分隊),31.0
219,C0K400,斗六,120.541127,23.720583,雲林縣,斗六市鎮北路345-1號(斗六消防分隊),65.0
220,C0K410,北港,120.292802,23.573957,雲林縣,北港鎮大同路565號(北港消防分隊),20.0
221,C0K420,西螺,120.467394,23.800407,雲林縣,西螺鎮公正路211號(西螺消防分隊),42.0
222,C0K430,褒忠,120.303634,23.690938,雲林縣,褒忠鄉中正路451號(褒忠鄉公所),30.0
223,C0K440,二崙,120.408944,23.772797,雲林縣,二崙鄉中正路80號(二崙消防分隊),35.0
224,C0K450,大埤,120.431537,23.646074,雲林縣,大埤鄉中山路8號(大埤鄉公所),35.0
225,C0K460,斗南,120.478359,23.678734,雲林縣,斗南鎮延平路二段266號(斗南鎮停一立體停車場),60.0
226,C0K470,林內,120.609642,23.748675,雲林縣,林內鄉中正路685號(林內消防分隊),97.0
227,C0K480,莿桐,120.502372,23.761192,雲林縣,莿桐鄉和平路53號(莿桐鄉公所),56.0
228,C0K500,元長,120.315024,23.64981,雲林縣,元長鄉長南村仁愛街2號(元長鄉公所),12.0
229,C0K510,水林,120.24597,23.572924,雲林縣,水林鄉水北村水林路12號(水林鄉公所),10.0
230,C0K530,臺西,120.197559,23.701547,雲林縣,台西鄉中山路110巷38號(臺西消防分隊),12.0
231,C0K550,蔦松,120.229736,23.514319,雲林縣,水林鄉松中村蔦松路213號(蔦松國小),15.0
232,C0K560,棋山,120.603417,23.68645,雲林縣,古坑鄉棋盤村棋山49號(棋山國小),117.0
233,C0K580,高鐵雲林,120.417944,23.737456,雲林縣,虎尾鎮站前東路301號(高鐵雲林站外),26.0
234,C0K590,雲林東勢,120.255721,23.674192,雲林縣,東勢鄉東榮路29巷1號(東勢鄉圖書館樓頂),18.0
235,C0M410,馬頭山,120.582017,23.324361,嘉義縣,大埔鄉永樂村1鄰內灣仔2號,245.0
236,C0M520,東後寮,120.248065,23.369908,嘉義縣,義竹鄉東光村7號(台糖東後寮農場),15.0
237,C0M530,奮起湖,120.699253,23.493903,嘉義縣,竹崎鄉阿里山事業區148林班地(中興苗圃內),1385.0
238,C0M640,中埔,120.5229,23.42538,嘉義縣,中埔鄉中埔村128號(中埔鄉公所),155.0
239,C0M650,朴子,120.23902,23.43463,嘉義縣,朴子市竹村里36號(竹村國小),20.0
240,C0M660,溪口,120.403569,23.604131,嘉義縣,溪口鄉中正東路103號(溪口國中學生活動中心),40.0
241,C0M670,大林,120.45841,23.600616,嘉義縣,大林鎮新興街110號(大林地政事務所),43.0
242,C0M680,太保,120.331455,23.455062,嘉義縣,太保市太保里31號(太保市圖書館),37.0
243,C0M690,水上,120.388909,23.419734,嘉義縣,水上鄉三鎮村三鎮路119號(水上消防分隊),33.0
244,C0M700,竹崎,120.555508,23.526178,嘉義縣,竹崎鄉竹崎村舊車站79號(竹崎消防分隊),150.0
245,C0M710,東石,120.15385,23.458927,嘉義縣,東石鄉東石村3號(東石鄉公所),15.0
246,C0M720,番路,120.554156,23.464657,嘉義縣,番路鄉下坑村蔡公店101號(番路鄉公所),225.0
247,C0M730,嘉義市東區,120.460531,23.457673,嘉義市,親水路123 號(第五河川局水情中心),40.0
248,C0M740,六腳,120.290625,23.492871,嘉義縣,六腳鄉蒜頭村73-2號(六腳消防分隊),15.0
249,C0M750,布袋,120.167789,23.380878,嘉義縣,布袋鎮龍江里2-2號(布袋消防分隊),10.0
250,C0M760,民雄,120.428457,23.551754,嘉義縣,民雄鄉文化路7號(民雄鄉公所),40.0
251,C0M770,嘉義梅山,120.555587,23.585398,嘉義縣,梅山鄉中山路282號(梅山鄉公所),164.0
252,C0M780,鹿草,120.30835,23.41134,嘉義縣,鹿草鄉西井村287號(鹿草鄉公所),30.0
253,C0M790,新港,120.345728,23.553269,嘉義縣,新港鄉公園路28號(新港消防分隊),15.0
254,C0M800,茶山,120.664767,23.299075,嘉義縣,阿里山鄉茶山路62號之1(茶山村衛生室),440.0
255,C0M810,里佳,120.716647,23.389125,嘉義縣,阿里山鄉里佳村,1354.0
256,C0M820,達邦,120.749517,23.453994,嘉義縣,阿里山鄉達邦村21號(鄒族自然與文化中心),980.0
257,C0M850,表湖,120.64166,23.24186,嘉義縣,大埔鄉溪頭段1地號,695.0
258,C0M860,新美,120.683169,23.338017,嘉義縣,嘉義縣阿里山鄉新美村78號,578.0
259,C0O810,曾文,120.497328,23.219681,臺南市,楠西區曾文新村(曾文水庫管理局內),161.0
260,C0O830,北寮,120.495008,23.079561,臺南市,南化區北寮里48-4號,127.0
261,C0O840,王爺宮,120.40085,23.222064,臺南市,六甲區王爺里24號（六甲國小湖東分校）,134.0
262,C0O860,大內,120.36083,23.11885,臺南市,大內區74201大內里63號(大內國民小學),38.0
263,C0O900,善化,120.297219,23.112883,臺南市,善化區益民寮60號(亞洲蔬菜研究發展中心內),9.0
264,C0O930,玉井,120.46055,23.126042,臺南市,玉井區台灣糖業公司玉井糖廠,69.0
265,C0O950,安南,120.144861,23.076694,臺南市,安南區公學路6段589號(學東國民小學內),4.0
266,C0O960,崎頂,120.369317,22.959547,臺南市,龍崎區中坑里5鄰13號,112.0
267,C0O970,虎頭埤,120.347878,23.021375,臺南市,新化區口埤18號(新化分場),71.0
268,C0O980,新市,120.298197,23.061614,臺南市,新市區永就里53號(番子寮農場),18.0
269,C0O990,媽廟,120.293525,22.99175,臺南市,歸仁區中正北路3段60號(保西國民小學內),18.0
270,C0R100,尾寮山,120.683889,22.833111,屏東縣,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁),1006.0
271,C0R130,阿禮,120.743678,22.742908,屏東縣,霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面,1040.0
272,C0R140,瑪家,120.686639,22.682903,屏東縣,瑪家鄉瑪家村4鄰24號(後山),740.0
273,C0R150,三地門,120.639944,22.709889,屏東縣,內埔鄉水門村成功路83號(國立內埔高級農工職業學校內),105.0
274,C0R160,鹽埔,120.530778,22.739558,屏東縣,屏東縣鹽埔鄉七份路21號(彭厝國小),45.0
275,C0R170,屏東,120.494072,22.660269,屏東縣,屏東市復興路245號(台灣糖業公司屏東區處場區內),26.0
276,C0R190,赤山,120.614306,22.592333,屏東縣,萬巒鄉建興路40號（赤山國小）,32.0
277,C0R220,潮州,120.54,22.534361,屏東縣,潮州鎮光春路290號(屏東縣立光春國民中學內),23.0
278,C0R240,來義,120.625111,22.527306,屏東縣,萬巒鄉新隆路64號萬巒農場（佳佐段180號）,87.0
279,C0R260,春日,120.628306,22.370361,屏東縣,春日鄉鄉公所資源回收場旁,76.0
280,C0R270,琉球嶼,120.362236,22.332244,屏東縣,琉球鄉天台段596及597地號,51.0
281,C0R280,檳榔,120.836777,22.076078,屏東縣,滿州鄉長樂村大公路14號(往南仁山方向),242.0
282,C0R320,車城,120.716073,22.074033,屏東縣,車城鄉福興村中山路66號(車城國小),7.0
283,C0R341,牡丹,120.792639,22.130036,屏東縣,199縣道23K-23.5K間車城往旭海方向之右側,230.0
284,C0R350,貓鼻頭,120.7358,21.921774,屏東縣,恆春鎮(貓鼻頭風景區內),35.0
285,C0R440,大漢山,120.753181,22.405264,屏東縣,春日鄉大漢山頂,1654.0
286,C0R470,高樹,120.600806,22.826389,屏東縣,高樹鄉興中路330號(高樹圖書館),103.0
287,C0R480,長治,120.542622,22.693128,屏東縣,長治鄉德成村中興路572-1號(長治消防分隊),57.0
288,C0R490,九如,120.490503,22.7405,屏東縣,九如鄉九如路二段416號(九如鄉公所),49.0
289,C0R510,萬丹,120.490394,22.587775,屏東縣,萬丹鄉萬安村和平東路69號(萬丹消防分隊),31.0
290,C0R520,崁頂,120.506914,22.514781,屏東縣,崁頂鄉崁頂村興農路29-10號(崁頂消防分隊),18.0
291,C0R530,林邊,120.509983,22.430836,屏東縣,林邊鄉光林村和平路45號(林邊鄉衛生所),16.0
292,C0R540,佳冬,120.552375,22.419456,屏東縣,佳冬鄉佳昌路2號(佳冬鄉公所),17.0
293,C0R550,新埤,120.582894,22.467947,屏東縣,新埤鄉民眾路103號(新埤消防分隊),38.0
294,C0R560,新園,120.461558,22.5434,屏東縣,新園鄉仙吉村店口路116號(新園消防分隊),22.0
295,C0R570,麟洛,120.52719,22.65078,屏東縣,麟洛鄉中山路158號(麟洛鄉公所),37.0
296,C0R580,南州,120.50274,22.48591,屏東縣,南州鄉溪南村人和路241號(南州消防分隊),10.0
297,C0R590,里港,120.49459,22.77919,屏東縣,里港鄉永春村中山路104號(里港鄉公所),72.0
298,C0R600,舊泰武,120.664944,22.588194,屏東縣,泰武鄉泰武村良武巷101號(舊泰武村老人活動中心),766.0
299,C0R620,墾雷,120.855269,21.900836,屏東縣,恆春鎮燈塔路51巷33號(氣象局墾丁雷達站區內),34.0
300,C0R640,東港,120.44074,22.46247,屏東縣,東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）,21.0
301,C0R650,竹田,120.54344,22.58486,屏東縣,竹田鄉中正路123號(竹田鄉公所清潔隊),29.0
302,C0R660,枋寮,120.590647,22.367722,屏東縣,枋寮鄉枋寮村德興路197號(枋寮國小),20.0
303,C0R670,楓港,120.692156,22.190131,屏東縣,枋山鄉善餘村光復路24號(楓港國小),26.0
304,C0R680,佳樂水,120.861633,21.993578,屏東縣,滿州鄉佳樂水風景區內,13.0
305,C0R690,墾丁,120.810269,21.966756,屏東縣,恆春鎮墾丁森林遊樂區林業試驗所觀測坪,348.0
306,C0R700,枋山,120.661086,22.246844,屏東縣,枋山鄉中山路三段52號(加祿國小),19.0
307,C0R710,龍磐,120.838942,21.931672,屏東縣,屏東縣恆春助航台(NDB歸航台),117.0
308,C0R720,旭海,120.887614,22.205403,屏東縣,牡丹鄉旭海大草原步道旁,214.0
309,C0R730,大坪頂,120.69355,22.024633,屏東縣,屏東縣恆春鎮大坪頂電信機房旁,163.0
310,C0R740,獅子,120.70525,22.201569,屏東縣,屏東縣獅子鄉楓林村2巷26號,58.0
311,C0R750,四林格山,120.802439,22.076989,屏東縣,屏東縣牡丹鄉四林格山遊樂區第2涼亭旁大草原,551.0
312,C0R760,南仁湖,120.863353,22.084681,屏東縣,屏東縣滿州鄉南仁湖步道4K山頂觀測站旁,336.0
313,C0R770,保力,120.764111,22.071122,屏東縣,屏東縣車城鄉保力村竹社路5號,93.0
314,C0R780,滿州,120.839892,22.024403,屏東縣,屏東縣滿州鄉文化路32號,72.0
315,C0R790,九棚,120.889281,22.14195,屏東縣,屏東縣牡丹鄉九棚中科院基地,111.0
316,C0R800,丹路,120.750989,22.204481,屏東縣,屏東縣獅子鄉丹路一巷1號,131.0
317,C0R810,內獅,120.642986,22.305064,屏東縣,獅子鄉內獅村1號(內獅國小),25.0
318,C0R820,白鷺,120.666219,22.454275,屏東縣,屏東縣來義鄉白鷺大橋沿白鷺道路5.5公里處,588.0
319,C0R830,高士,120.836781,22.121825,屏東縣,屏東縣牡丹鄉高士社區進水廠水塔頂,383.0
